topic_id|0|1
T00|0.47152189321521304|0.03956788121471702
T01|0.06829729397840861|-0.2080344629016622
T02|-0.20456888413387755|-0.057926233229124026
T03|-0.12128880649137166|-0.061768176145540206
T04|-0.0726541130885446|0.18529444595534592
T05|-0.020141538051188304|-0.26505036864040715
T06|-0.1852165990104718|0.4800096046042937
T07|-0.1892196682394762|0.30251283275745194
T08|0.20626990979985693|-0.10826445127426382
T09|0.08234146187812044|-0.15011008300418519
T10|0.06049802358454638|0.15075642621206423
T11|-0.17932451495428267|0.14531087599476922
T12|0.2980966590964456|0.13721525296680495
T13|-0.11627201813146981|-0.1943156253795551
T14|0.7409294096656491|0.1581196784388182
T15|-0.1907473770871728|-0.44083350946546024
T16|-0.008847502731565102|-0.2571883172313594
T17|-0.13691892485901935|-0.13425065903596436
T18|-0.3083477223809285|0.43054561711146333
T19|-0.19440698205887155|-0.1515907289482079
